AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
19-24,B,75-99K,Homeowner,2 Adults No Kids,1,None/Unknown,5743
65+,B,100-124K,Homeowner,2 Adults Kids,4,1,5744
19-24,U,Under 15K,Probable Renter,1 Adult Kids,4,2,5745
55-64,U,25-34K,Probable Owner,Single Male,1,None/Unknown,5746
19-24,U,200-249K,Homeowner,1 Adult Kids,3,1,5747
55-64,U,125-149K,Probable Renter,1 Adult Kids,2,3+,5748
45-54,B,200-249K,Probable Owner,Unknown,1,1,5749
45-54,A,Under 15K,Probable Owner,2 Adults Kids,2,1,5750
45-54,A,15-24K,Probable Owner,1 Adult Kids,4,None/Unknown,5751
25-34,A,150-174K,Unknown,Single Female,4,2,5752
55-64,A,150-174K,Renter,2 Adults Kids,1,2,5753
19-24,A,125-149K,Renter,1 Adult Kids,2,None/Unknown,5754
65+,U,15-24K,Probable Renter,2 Adults Kids,2,1,5755
65+,A,250K+,Unknown,Single Male,4,2,5756
25-34,B,200-249K,Probable Owner,Single Male,5+,None/Unknown,5757
25-34,A,15-24K,Probable Renter,2 Adults No Kids,4,1,5758
45-54,B,250K+,Homeowner,Single Male,1,None/Unknown,5759
19-24,B,35-49K,Probable Renter,2 Adults Kids,4,None/Unknown,5760
65+,U,25-34K,Probable Owner,Single Male,5+,2,5761
45-54,A,150-174K,Unknown,2 Adults Kids,3,3+,5762
55-64,A,75-99K,Probable Renter,2 Adults No Kids,2,2,5763
35-44,A,Under 15K,Homeowner,1 Adult Kids,1,2,5764
35-44,U,250K+,Probable Renter,Unknown,5+,1,5765
19-24,A,25-34K,Homeowner,Unknown,4,3+,5766
25-34,A,15-24K,Probable Owner,Single Female,5+,1,5767
35-44,B,150-174K,Unknown,2 Adults Kids,2,1,5768
25-34,B,125-149K,Unknown,Single Male,1,3+,5769
65+,A,100-124K,Unknown,2 Adults No Kids,4,None/Unknown,5770
25-34,A,175-199K,Renter,2 Adults No Kids,4,3+,5771
25-34,U,50-74K,Homeowner,2 Adults No Kids,4,1,5772
55-64,A,15-24K,Renter,1 Adult Kids,5+,None/Unknown,5773
45-54,U,25-34K,Renter,1 Adult Kids,2,1,5774
65+,B,150-174K,Renter,Single Female,1,None/Unknown,5775
55-64,U,Under 15K,Probable Renter,2 Adults No Kids,4,None/Unknown,5776
45-54,B,Under 15K,Renter,Unknown,1,2,5777
45-54,A,15-24K,Unknown,Unknown,2,1,5778
25-34,B,150-174K,Probable Renter,Single Male,1,1,5779
25-34,A,50-74K,Renter,Unknown,4,3+,5780
25-34,A,100-124K,Probable Renter,Single Male,2,None/Unknown,5781
45-54,B,150-174K,Probable Owner,2 Adults Kids,5+,3+,5782
55-64,B,50-74K,Homeowner,Single Male,5+,None/Unknown,5783
19-24,B,25-34K,Probable Owner,2 Adults Kids,1,3+,5784
35-44,A,125-149K,Probable Owner,2 Adults No Kids,2,3+,5785
25-34,U,75-99K,Probable Renter,Unknown,1,3+,5786
55-64,B,75-99K,Unknown,Unknown,4,None/Unknown,5787
65+,U,Under 15K,Probable Owner,Single Male,2,2,5788
25-34,A,175-199K,Probable Owner,2 Adults No Kids,3,3+,5789
35-44,U,35-49K,Homeowner,Single Male,4,None/Unknown,5790
55-64,U,75-99K,Unknown,2 Adults No Kids,4,2,5791
25-34,A,250K+,Renter,2 Adults Kids,2,None/Unknown,5792
19-24,U,15-24K,Homeowner,2 Adults No Kids,3,3+,5793
25-34,U,200-249K,Unknown,Single Female,3,None/Unknown,5794
19-24,A,175-199K,Homeowner,Single Female,5+,None/Unknown,5795
35-44,U,25-34K,Renter,2 Adults No Kids,3,None/Unknown,5796
35-44,A,Under 15K,Probable Owner,2 Adults Kids,3,2,5797
25-34,A,25-34K,Probable Owner,Single Female,1,2,5798
19-24,B,250K+,Homeowner,Unknown,4,2,5799
65+,U,35-49K,Homeowner,Unknown,2,2,5800
19-24,U,175-199K,Homeowner,1 Adult Kids,1,1,5801
19-24,U,50-74K,Probable Renter,2 Adults No Kids,3,1,5802
65+,A,150-174K,Probable Owner,Single Female,5+,1,5803
19-24,B,25-34K,Homeowner,Unknown,1,3+,5804
45-54,B,15-24K,Renter,Unknown,2,None/Unknown,5805
55-64,B,25-34K,Probable Renter,Single Male,2,None/Unknown,5806
65+,U,200-249K,Probable Owner,Single Male,5+,1,5807
19-24,U,50-74K,Probable Renter,1 Adult Kids,2,None/Unknown,5808
19-24,U,25-34K,Probable Owner,Unknown,2,1,5809
25-34,A,35-49K,Unknown,2 Adults Kids,1,2,5810
19-24,A,50-74K,Renter,Single Male,2,2,5811
45-54,A,50-74K,Probable Owner,2 Adults Kids,2,1,5812
45-54,U,200-249K,Renter,2 Adults Kids,4,3+,5813
35-44,U,125-149K,Homeowner,2 Adults No Kids,4,3+,5814
19-24,A,Under 15K,Renter,1 Adult Kids,4,2,5815
45-54,B,Under 15K,Unknown,Unknown,4,None/Unknown,5816
65+,A,250K+,Unknown,Single Male,5+,1,5817
45-54,U,35-49K,Homeowner,1 Adult Kids,1,None/Unknown,5818
45-54,B,250K+,Probable Owner,2 Adults Kids,4,1,5819
45-54,U,125-149K,Probable Owner,2 Adults No Kids,4,None/Unknown,5820
19-24,A,200-249K,Probable Owner,Unknown,1,None/Unknown,5821
25-34,U,50-74K,Renter,1 Adult Kids,2,1,5822
55-64,U,150-174K,Probable Renter,Single Male,5+,3+,5823
65+,B,Under 15K,Renter,2 Adults No Kids,2,3+,5824
65+,A,125-149K,Probable Owner,Unknown,4,1,5825
35-44,U,75-99K,Probable Owner,Single Male,3,None/Unknown,5826
25-34,B,15-24K,Probable Owner,2 Adults No Kids,3,3+,5827
25-34,A,100-124K,Renter,1 Adult Kids,2,None/Unknown,5828
65+,B,75-99K,Homeowner,Single Male,3,None/Unknown,5829
35-44,B,200-249K,Renter,2 Adults No Kids,1,2,5830
35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,5831
35-44,U,15-24K,Renter,Unknown,4,1,5832
45-54,B,100-124K,Unknown,2 Adults No Kids,2,3+,5833
55-64,B,200-249K,Homeowner,Unknown,4,3+,5834
19-24,B,125-149K,Probable Owner,1 Adult Kids,1,3+,5835
55-64,U,35-49K,Renter,1 Adult Kids,5+,1,5836
25-34,B,50-74K,Homeowner,Unknown,3,3+,5837
19-24,U,125-149K,Probable Owner,Unknown,2,3+,5838
65+,B,15-24K,Unknown,Single Male,3,3+,5839
45-54,A,15-24K,Renter,1 Adult Kids,5+,1,5840
45-54,U,35-49K,Renter,Single Male,1,3+,5841
65+,B,50-74K,Probable Owner,Single Male,4,None/Unknown,5842
65+,U,100-124K,Probable Renter,Single Female,5+,3+,5843
55-64,U,200-249K,Renter,Single Male,3,None/Unknown,5844
19-24,U,25-34K,Homeowner,2 Adults No Kids,3,None/Unknown,5845
55-64,B,75-99K,Unknown,Single Male,4,None/Unknown,5846
65+,A,Under 15K,Homeowner,1 Adult Kids,1,1,5847
45-54,U,35-49K,Probable Owner,Single Female,5+,1,5848
65+,B,250K+,Homeowner,Single Female,3,3+,5849
35-44,B,35-49K,Homeowner,2 Adults Kids,4,2,5850
35-44,B,125-149K,Unknown,1 Adult Kids,1,1,5851
55-64,A,150-174K,Renter,Unknown,5+,1,5852
19-24,U,125-149K,Homeowner,2 Adults Kids,1,1,5853
55-64,U,250K+,Probable Owner,Single Female,4,1,5854
19-24,B,100-124K,Probable Owner,Single Male,3,2,5855
35-44,U,15-24K,Probable Renter,1 Adult Kids,5+,3+,5856
45-54,B,75-99K,Homeowner,2 Adults Kids,1,None/Unknown,5857
55-64,B,150-174K,Renter,Single Female,1,None/Unknown,5858
19-24,U,25-34K,Homeowner,1 Adult Kids,4,2,5859
55-64,U,15-24K,Homeowner,Single Male,5+,1,5860
65+,A,75-99K,Renter,2 Adults No Kids,5+,3+,5861
55-64,A,35-49K,Probable Owner,Unknown,4,1,5862
25-34,U,250K+,Homeowner,Single Male,2,2,5863
45-54,B,25-34K,Probable Renter,Single Male,3,2,5864
65+,A,100-124K,Homeowner,Single Female,4,1,5865
55-64,U,50-74K,Probable Owner,Single Male,3,None/Unknown,5866
55-64,U,200-249K,Unknown,2 Adults No Kids,4,2,5867
25-34,U,175-199K,Homeowner,2 Adults No Kids,1,None/Unknown,5868
25-34,U,Under 15K,Probable Owner,2 Adults No Kids,2,3+,5869
65+,A,100-124K,Probable Renter,2 Adults No Kids,1,3+,5870
55-64,B,25-34K,Probable Renter,Single Male,2,2,5871
19-24,U,100-124K,Probable Renter,Single Female,1,None/Unknown,5872
25-34,B,100-124K,Probable Renter,Single Female,4,1,5873
55-64,A,25-34K,Probable Renter,2 Adults No Kids,5+,None/Unknown,5874
35-44,U,100-124K,Unknown,1 Adult Kids,5+,2,5875
25-34,U,100-124K,Homeowner,Single Female,2,1,5876
35-44,B,25-34K,Renter,Unknown,3,2,5877
35-44,A,75-99K,Unknown,Single Male,1,3+,5878
55-64,B,Under 15K,Renter,Single Male,3,1,5879
45-54,A,100-124K,Renter,2 Adults No Kids,2,2,5880
25-34,B,25-34K,Probable Renter,Single Male,3,None/Unknown,5881
65+,A,75-99K,Probable Owner,Single Male,3,1,5882
45-54,A,175-199K,Unknown,2 Adults Kids,2,3+,5883
25-34,B,125-149K,Probable Owner,1 Adult Kids,5+,None/Unknown,5884
35-44,U,175-199K,Probable Renter,Single Male,5+,3+,5885
35-44,B,Under 15K,Unknown,1 Adult Kids,1,None/Unknown,5886
55-64,A,15-24K,Probable Owner,Single Male,2,None/Unknown,5887
65+,U,Under 15K,Unknown,2 Adults Kids,1,2,5888
25-34,A,25-34K,Probable Owner,2 Adults No Kids,5+,1,5889
19-24,U,175-199K,Homeowner,1 Adult Kids,5+,None/Unknown,5890
35-44,U,125-149K,Probable Renter,Single Female,1,None/Unknown,5891
45-54,U,Under 15K,Renter,1 Adult Kids,1,1,5892
45-54,B,250K+,Unknown,Unknown,2,None/Unknown,5893
55-64,U,50-74K,Homeowner,Unknown,2,None/Unknown,5894
35-44,B,75-99K,Unknown,2 Adults No Kids,4,1,5895
35-44,A,Under 15K,Probable Owner,Unknown,3,2,5896
35-44,A,200-249K,Probable Owner,Single Female,4,3+,5897
19-24,A,35-49K,Homeowner,1 Adult Kids,5+,1,5898
19-24,A,75-99K,Unknown,2 Adults No Kids,4,2,5899
45-54,A,50-74K,Homeowner,Single Male,2,2,5900
25-34,A,35-49K,Renter,2 Adults Kids,5+,2,5901
19-24,A,35-49K,Probable Renter,1 Adult Kids,5+,2,5902
19-24,U,35-49K,Probable Owner,Single Male,3,3+,5903
45-54,B,250K+,Homeowner,1 Adult Kids,4,2,5904
45-54,A,Under 15K,Homeowner,Single Female,1,1,5905
35-44,A,50-74K,Homeowner,Unknown,3,1,5906
35-44,B,100-124K,Renter,Single Male,1,None/Unknown,5907
65+,B,150-174K,Homeowner,1 Adult Kids,1,3+,5908
65+,B,100-124K,Probable Renter,Unknown,2,None/Unknown,5909
35-44,U,150-174K,Probable Owner,2 Adults Kids,3,3+,5910
55-64,A,50-74K,Probable Owner,1 Adult Kids,3,3+,5911
19-24,A,50-74K,Probable Renter,2 Adults Kids,1,None/Unknown,5912
25-34,U,200-249K,Probable Owner,Unknown,5+,1,5913
25-34,U,35-49K,Probable Renter,1 Adult Kids,1,3+,5914
25-34,A,25-34K,Probable Owner,2 Adults No Kids,5+,1,5915
55-64,U,125-149K,Renter,Single Male,4,3+,5916
55-64,U,100-124K,Probable Renter,2 Adults No Kids,1,None/Unknown,5917
45-54,A,250K+,Probable Owner,2 Adults No Kids,2,None/Unknown,5918
55-64,B,200-249K,Probable Owner,Unknown,4,3+,5919
19-24,U,125-149K,Probable Owner,2 Adults No Kids,4,1,5920
65+,A,15-24K,Probable Renter,Single Female,5+,1,5921
55-64,B,125-149K,Probable Owner,1 Adult Kids,2,1,5922
65+,U,75-99K,Probable Owner,Single Male,4,3+,5923
35-44,U,250K+,Unknown,Single Male,4,None/Unknown,5924
55-64,A,25-34K,Unknown,1 Adult Kids,2,1,5925
35-44,B,150-174K,Renter,Single Male,5+,1,5926
45-54,B,75-99K,Unknown,1 Adult Kids,2,1,5927
65+,U,Under 15K,Probable Renter,1 Adult Kids,4,3+,5928
45-54,B,150-174K,Probable Owner,Single Female,5+,2,5929
35-44,B,50-74K,Renter,Single Male,4,1,5930
25-34,B,75-99K,Unknown,Unknown,2,3+,5931
45-54,B,75-99K,Unknown,Single Male,5+,None/Unknown,5932
55-64,A,Under 15K,Probable Renter,2 Adults No Kids,4,2,5933
55-64,A,35-49K,Unknown,1 Adult Kids,2,1,5934
55-64,B,50-74K,Homeowner,1 Adult Kids,3,2,5935
45-54,A,Under 15K,Renter,Single Male,4,2,5936
65+,B,Under 15K,Unknown,Single Female,3,3+,5937
25-34,B,250K+,Probable Renter,Single Male,5+,2,5938
45-54,B,75-99K,Homeowner,2 Adults Kids,2,None/Unknown,5939
45-54,U,25-34K,Probable Owner,2 Adults No Kids,5+,1,5940
65+,U,250K+,Probable Owner,1 Adult Kids,4,3+,5941
55-64,U,15-24K,Probable Owner,2 Adults Kids,1,1,5942
35-44,U,150-174K,Probable Owner,1 Adult Kids,3,None/Unknown,5943
25-34,B,25-34K,Unknown,Single Female,5+,None/Unknown,5944
55-64,A,150-174K,Probable Renter,1 Adult Kids,1,1,5945
35-44,U,35-49K,Unknown,Single Male,2,1,5946
25-34,U,25-34K,Renter,2 Adults No Kids,2,None/Unknown,5947
19-24,B,25-34K,Probable Owner,2 Adults No Kids,5+,2,5948
65+,B,200-249K,Probable Owner,Single Male,1,None/Unknown,5949
55-64,A,Under 15K,Renter,1 Adult Kids,1,2,5950
35-44,B,75-99K,Homeowner,Unknown,4,3+,5951
25-34,U,35-49K,Probable Owner,Single Male,2,3+,5952
65+,B,35-49K,Probable Renter,2 Adults Kids,1,1,5953
35-44,U,125-149K,Homeowner,1 Adult Kids,5+,3+,5954
45-54,U,175-199K,Renter,2 Adults Kids,3,3+,5955
25-34,A,15-24K,Renter,2 Adults Kids,3,3+,5956
19-24,U,150-174K,Probable Owner,Unknown,5+,3+,5957
55-64,A,50-74K,Homeowner,Single Female,3,None/Unknown,5958
45-54,U,75-99K,Renter,Single Female,3,3+,5959
25-34,B,75-99K,Probable Renter,Unknown,2,2,5960
19-24,B,Under 15K,Probable Renter,2 Adults No Kids,4,1,5961
55-64,B,35-49K,Homeowner,Unknown,5+,3+,5962
45-54,U,100-124K,Probable Renter,Unknown,4,3+,5963
65+,B,175-199K,Renter,Single Female,4,3+,5964
35-44,U,100-124K,Probable Owner,2 Adults Kids,4,1,5965
65+,A,175-199K,Probable Renter,Unknown,2,2,5966
55-64,U,25-34K,Probable Renter,2 Adults Kids,3,1,5967
19-24,U,35-49K,Renter,Unknown,5+,None/Unknown,5968
25-34,U,150-174K,Renter,Single Female,4,None/Unknown,5969
19-24,B,125-149K,Probable Renter,Single Male,4,3+,5970
35-44,B,25-34K,Unknown,Single Female,4,None/Unknown,5971
25-34,A,35-49K,Probable Owner,2 Adults No Kids,2,3+,5972
55-64,B,150-174K,Renter,Single Male,3,None/Unknown,5973
65+,U,15-24K,Renter,Unknown,5+,2,5974
25-34,U,50-74K,Homeowner,Single Male,1,3+,5975
45-54,U,25-34K,Homeowner,2 Adults No Kids,5+,None/Unknown,5976
65+,U,175-199K,Renter,1 Adult Kids,5+,3+,5977
55-64,U,35-49K,Unknown,1 Adult Kids,2,3+,5978
45-54,A,250K+,Renter,Single Female,3,1,5979
19-24,B,50-74K,Probable Owner,2 Adults No Kids,2,1,5980
35-44,U,175-199K,Unknown,Unknown,4,2,5981
35-44,U,175-199K,Renter,1 Adult Kids,1,2,5982
19-24,B,75-99K,Renter,2 Adults No Kids,5+,2,5983
25-34,U,125-149K,Probable Renter,2 Adults Kids,4,1,5984
35-44,U,150-174K,Renter,1 Adult Kids,5+,3+,5985
35-44,U,175-199K,Unknown,1 Adult Kids,3,1,5986
55-64,B,Under 15K,Homeowner,1 Adult Kids,5+,2,5987
19-24,A,175-199K,Unknown,Single Male,3,1,5988
45-54,B,175-199K,Probable Owner,Single Female,5+,None/Unknown,5989
25-34,A,125-149K,Renter,Unknown,2,2,5990
25-34,A,75-99K,Probable Owner,2 Adults No Kids,4,None/Unknown,5991
19-24,A,25-34K,Renter,Unknown,4,3+,5992
19-24,B,175-199K,Renter,Single Male,3,3+,5993
55-64,B,125-149K,Renter,Single Male,1,2,5994
25-34,A,50-74K,Renter,Unknown,4,2,5995
19-24,U,200-249K,Probable Renter,Single Male,1,2,5996
19-24,U,25-34K,Homeowner,Single Male,3,None/Unknown,5997
65+,B,Under 15K,Probable Renter,Unknown,4,1,5998
65+,B,Under 15K,Renter,2 Adults No Kids,4,None/Unknown,5999
35-44,A,200-249K,Renter,Unknown,2,1,6000
19-24,B,175-199K,Homeowner,1 Adult Kids,4,1,6001
35-44,B,125-149K,Homeowner,Single Male,1,None/Unknown,6002
19-24,B,100-124K,Renter,2 Adults No Kids,5+,2,6003
19-24,A,15-24K,Homeowner,1 Adult Kids,2,1,6004
65+,B,35-49K,Probable Renter,1 Adult Kids,2,2,6005
65+,U,25-34K,Probable Renter,Unknown,2,2,6006
55-64,A,75-99K,Probable Renter,Single Male,5+,3+,6007
55-64,U,125-149K,Probable Renter,2 Adults Kids,5+,2,6008
45-54,U,35-49K,Renter,Single Male,1,1,6009
25-34,A,25-34K,Renter,2 Adults Kids,1,3+,6010
65+,A,15-24K,Probable Owner,1 Adult Kids,2,1,6011
25-34,U,125-149K,Probable Owner,2 Adults Kids,1,1,6012
45-54,B,15-24K,Probable Owner,Single Male,5+,None/Unknown,6013
25-34,U,100-124K,Homeowner,2 Adults Kids,1,1,6014
25-34,A,Under 15K,Probable Renter,Single Male,5+,3+,6015
45-54,U,175-199K,Probable Owner,Single Male,5+,2,6016
35-44,U,15-24K,Probable Renter,2 Adults No Kids,2,2,6017
25-34,B,35-49K,Probable Owner,1 Adult Kids,3,None/Unknown,6018
19-24,A,50-74K,Homeowner,2 Adults No Kids,5+,3+,6019
65+,U,250K+,Probable Owner,Unknown,5+,None/Unknown,6020
35-44,U,75-99K,Probable Owner,1 Adult Kids,1,1,6021
19-24,B,50-74K,Probable Renter,Single Female,5+,3+,6022
19-24,B,25-34K,Probable Owner,Unknown,3,2,6023
25-34,B,250K+,Renter,Single Female,3,1,6024
45-54,B,150-174K,Probable Renter,2 Adults Kids,2,3+,6025
35-44,B,200-249K,Homeowner,2 Adults Kids,5+,2,6026
45-54,U,Under 15K,Renter,2 Adults Kids,5+,1,6027
45-54,A,75-99K,Probable Renter,Single Male,4,3+,6028
45-54,U,150-174K,Probable Renter,Single Female,2,2,6029
35-44,B,50-74K,Unknown,Single Male,1,2,6030
45-54,U,50-74K,Probable Renter,Unknown,2,3+,6031
55-64,A,15-24K,Probable Renter,2 Adults Kids,3,3+,6032
65+,A,25-34K,Probable Renter,2 Adults No Kids,2,2,6033
35-44,A,175-199K,Probable Owner,Single Male,5+,2,6034
35-44,A,100-124K,Renter,Single Female,5+,None/Unknown,6035
25-34,B,Under 15K,Probable Owner,2 Adults No Kids,3,2,6036
55-64,U,35-49K,Homeowner,Unknown,2,2,6037
35-44,A,175-199K,Unknown,Single Female,1,1,6038
35-44,A,125-149K,Homeowner,2 Adults No Kids,4,2,6039
19-24,U,125-149K,Unknown,1 Adult Kids,3,None/Unknown,6040
55-64,A,35-49K,Renter,2 Adults Kids,2,1,6041
65+,A,200-249K,Homeowner,2 Adults No Kids,1,3+,6042
65+,U,50-74K,Unknown,Single Female,2,None/Unknown,6043
35-44,U,35-49K,Probable Owner,1 Adult Kids,2,None/Unknown,6044
55-64,A,200-249K,Unknown,2 Adults Kids,5+,None/Unknown,6045
45-54,A,50-74K,Unknown,Single Female,4,None/Unknown,6046
45-54,A,125-149K,Homeowner,2 Adults No Kids,2,2,6047
35-44,U,35-49K,Renter,2 Adults No Kids,1,1,6048
25-34,B,35-49K,Renter,2 Adults No Kids,1,1,6049
19-24,B,25-34K,Renter,Single Female,1,3+,6050
55-64,U,50-74K,Renter,Unknown,4,2,6051
35-44,A,25-34K,Renter,Single Female,1,1,6052
55-64,A,15-24K,Renter,Single Male,4,2,6053
19-24,A,150-174K,Unknown,Single Female,4,2,6054
19-24,A,100-124K,Probable Owner,Single Female,5+,2,6055
25-34,U,150-174K,Probable Renter,Single Male,3,None/Unknown,6056
35-44,B,15-24K,Renter,2 Adults No Kids,5+,None/Unknown,6057
65+,A,125-149K,Probable Renter,Single Female,3,3+,6058
25-34,U,Under 15K,Homeowner,2 Adults Kids,5+,3+,6059
45-54,A,100-124K,Homeowner,1 Adult Kids,5+,2,6060
55-64,A,150-174K,Homeowner,2 Adults Kids,2,1,6061
25-34,U,125-149K,Unknown,Unknown,3,3+,6062
25-34,U,35-49K,Homeowner,1 Adult Kids,5+,2,6063
35-44,B,150-174K,Homeowner,2 Adults No Kids,3,None/Unknown,6064
55-64,A,35-49K,Homeowner,2 Adults No Kids,3,1,6065
45-54,B,15-24K,Probable Renter,Unknown,1,3+,6066
65+,A,Under 15K,Probable Owner,2 Adults No Kids,5+,1,6067
55-64,U,25-34K,Probable Renter,1 Adult Kids,5+,1,6068
19-24,A,50-74K,Probable Owner,Single Male,3,2,6069
35-44,U,150-174K,Homeowner,2 Adults Kids,4,None/Unknown,6070
55-64,B,200-249K,Probable Owner,2 Adults No Kids,3,1,6071
55-64,A,125-149K,Probable Renter,1 Adult Kids,3,3+,6072
45-54,B,125-149K,Renter,Single Female,4,None/Unknown,6073
19-24,U,25-34K,Renter,1 Adult Kids,3,1,6074
65+,A,100-124K,Renter,1 Adult Kids,2,2,6075
45-54,U,Under 15K,Unknown,1 Adult Kids,5+,2,6076
35-44,A,125-149K,Unknown,Single Male,4,2,6077
55-64,U,200-249K,Probable Owner,Unknown,2,1,6078
45-54,B,15-24K,Homeowner,1 Adult Kids,4,2,6079
55-64,U,35-49K,Probable Owner,Unknown,1,None/Unknown,6080
65+,U,75-99K,Homeowner,Single Female,4,1,6081
55-64,A,35-49K,Probable Owner,2 Adults No Kids,1,None/Unknown,6082
65+,B,50-74K,Probable Renter,Unknown,5+,1,6083
25-34,A,Under 15K,Probable Renter,Single Male,3,None/Unknown,6084
45-54,B,200-249K,Probable Owner,2 Adults No Kids,5+,1,6085
55-64,B,125-149K,Renter,Unknown,5+,3+,6086
65+,B,Under 15K,Probable Renter,Single Female,5+,2,6087
19-24,B,125-149K,Homeowner,2 Adults Kids,2,None/Unknown,6088
55-64,A,125-149K,Probable Renter,2 Adults Kids,4,None/Unknown,6089
65+,B,100-124K,Homeowner,Unknown,3,None/Unknown,6090
55-64,U,Under 15K,Probable Owner,2 Adults Kids,3,1,6091
19-24,A,75-99K,Renter,1 Adult Kids,5+,3+,6092
65+,B,35-49K,Homeowner,2 Adults No Kids,1,2,6093
65+,U,Under 15K,Probable Renter,1 Adult Kids,2,1,6094
45-54,U,100-124K,Probable Owner,Unknown,1,2,6095
19-24,A,175-199K,Unknown,Unknown,3,None/Unknown,6096
55-64,B,100-124K,Probable Renter,Single Female,3,1,6097
35-44,B,150-174K,Renter,Single Female,3,1,6098
35-44,B,Under 15K,Probable Owner,2 Adults Kids,2,3+,6099
35-44,A,50-74K,Probable Owner,2 Adults No Kids,1,None/Unknown,6100
19-24,B,35-49K,Probable Renter,1 Adult Kids,2,1,6101
45-54,B,125-149K,Probable Renter,Unknown,2,1,6102
25-34,A,150-174K,Renter,Single Female,4,None/Unknown,6103
25-34,A,125-149K,Renter,Single Male,1,None/Unknown,6104
35-44,A,100-124K,Unknown,Unknown,4,1,6105
45-54,A,100-124K,Probable Owner,2 Adults No Kids,2,3+,6106
19-24,A,150-174K,Unknown,Unknown,3,None/Unknown,6107
45-54,U,150-174K,Renter,2 Adults Kids,3,3+,6108
25-34,A,35-49K,Probable Renter,Single Male,3,1,6109
19-24,A,35-49K,Probable Renter,2 Adults No Kids,2,1,6110
45-54,U,35-49K,Unknown,2 Adults Kids,3,2,6111
55-64,B,50-74K,Probable Renter,2 Adults Kids,3,1,6112
35-44,A,150-174K,Unknown,Single Male,2,None/Unknown,6113
45-54,B,15-24K,Homeowner,2 Adults Kids,5+,2,6114
45-54,A,35-49K,Probable Renter,Single Male,3,1,6115
55-64,B,Under 15K,Probable Owner,Unknown,3,3+,6116
65+,B,100-124K,Probable Owner,1 Adult Kids,3,1,6117
65+,A,25-34K,Unknown,Single Female,3,None/Unknown,6118
65+,A,100-124K,Probable Renter,1 Adult Kids,5+,None/Unknown,6119
55-64,U,250K+,Renter,2 Adults Kids,2,3+,6120
55-64,A,150-174K,Renter,Single Female,3,3+,6121
55-64,U,175-199K,Unknown,2 Adults Kids,2,3+,6122
25-34,A,175-199K,Renter,1 Adult Kids,1,None/Unknown,6123
35-44,B,250K+,Homeowner,2 Adults Kids,1,1,6124
55-64,U,50-74K,Probable Owner,Single Female,2,2,6125
19-24,B,250K+,Probable Renter,Unknown,2,2,6126
35-44,A,50-74K,Homeowner,2 Adults Kids,4,1,6127
55-64,A,15-24K,Probable Renter,Unknown,2,2,6128
55-64,U,200-249K,Homeowner,Single Male,1,1,6129
45-54,A,150-174K,Probable Renter,Single Female,2,1,6130
45-54,U,175-199K,Probable Owner,1 Adult Kids,4,None/Unknown,6131
25-34,A,35-49K,Probable Renter,1 Adult Kids,5+,None/Unknown,6132
55-64,U,250K+,Probable Owner,2 Adults No Kids,1,1,6133
45-54,B,75-99K,Probable Owner,Single Male,2,2,6134
19-24,B,100-124K,Probable Owner,Unknown,2,1,6135
65+,B,100-124K,Unknown,Single Male,4,2,6136
65+,B,175-199K,Renter,2 Adults Kids,3,None/Unknown,6137
65+,U,75-99K,Probable Owner,2 Adults Kids,5+,3+,6138
19-24,B,150-174K,Homeowner,2 Adults No Kids,1,2,6139
19-24,A,200-249K,Renter,Single Male,5+,None/Unknown,6140
35-44,U,50-74K,Renter,2 Adults No Kids,4,3+,6141
19-24,B,100-124K,Renter,2 Adults No Kids,5+,2,6142
55-64,A,25-34K,Homeowner,Single Female,1,1,6143
55-64,B,200-249K,Probable Owner,Unknown,3,3+,6144
55-64,A,175-199K,Renter,Single Male,4,3+,6145
65+,U,15-24K,Homeowner,Unknown,3,None/Unknown,6146
55-64,A,100-124K,Probable Renter,Unknown,4,1,6147
55-64,A,35-49K,Renter,Single Male,2,2,6148
25-34,A,15-24K,Probable Renter,2 Adults Kids,1,None/Unknown,6149
25-34,B,250K+,Homeowner,2 Adults No Kids,1,2,6150
25-34,B,200-249K,Unknown,2 Adults Kids,2,None/Unknown,6151
19-24,A,50-74K,Probable Renter,1 Adult Kids,3,2,6152
65+,U,35-49K,Probable Renter,2 Adults Kids,2,3+,6153
45-54,U,200-249K,Probable Owner,1 Adult Kids,5+,None/Unknown,6154
19-24,A,100-124K,Homeowner,1 Adult Kids,3,1,6155
65+,A,Under 15K,Unknown,Single Female,1,3+,6156
35-44,U,15-24K,Homeowner,2 Adults Kids,5+,None/Unknown,6157
25-34,A,35-49K,Unknown,2 Adults No Kids,3,1,6158
35-44,B,150-174K,Probable Renter,Single Female,3,None/Unknown,6159
35-44,B,15-24K,Probable Owner,Unknown,5+,None/Unknown,6160
55-64,A,100-124K,Probable Owner,Single Female,1,1,6161
65+,B,75-99K,Homeowner,2 Adults No Kids,4,3+,6162
55-64,A,150-174K,Homeowner,Single Female,1,1,6163
65+,A,250K+,Renter,1 Adult Kids,3,None/Unknown,6164
45-54,B,25-34K,Probable Renter,Unknown,4,1,6165
25-34,U,150-174K,Probable Renter,Single Female,4,1,6166
19-24,U,200-249K,Unknown,2 Adults Kids,5+,3+,6167
