DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T08380,10,621,654
T08381,11,480,518
T08382,12,615,671
T08383,13,246,269
T08384,14,338,382
T08385,15,187,225
T08386,16,51,83
T08387,17,292,345
T08388,18,32,85
T08389,19,139,175
T08390,20,691,714
T08391,21,665,687
T08392,22,541,557
T08393,23,235,286
T08394,24,36,86
T08395,25,575,624
T08396,26,2,25
T08397,27,351,406
T08398,28,241,278
T08399,29,148,177
T08400,30,316,365
T08401,1,292,334
T08402,2,687,707
T08403,3,151,181
T08404,4,310,361
T08405,5,495,539
T08406,6,553,598
T08407,7,644,669
T08408,8,444,490
T08409,9,367,407
T08410,10,324,361
T08411,11,15,51
T08412,12,137,184
T08413,13,287,316
T08414,14,10,43
T08415,15,303,332
T08416,16,669,702
T08417,17,154,185
T08418,18,429,459
T08419,19,369,393
T08420,20,162,178
T08421,21,234,287
T08422,22,296,345
T08423,23,43,79
T08424,24,255,315
T08425,25,253,273
T08426,26,667,715
T08427,27,384,416
T08428,28,249,294
T08429,29,549,574
T08430,30,654,695
T08431,1,655,679
T08432,2,329,384
T08433,3,579,612
T08434,4,351,399
T08435,5,684,710
T08436,6,552,606
T08437,7,662,697
T08438,8,191,210
T08439,9,303,355
T08440,10,359,402
T08441,11,689,742
T08442,12,342,386
T08443,13,403,448
T08444,14,409,424
T08445,15,178,210
T08446,16,289,306
T08447,17,79,99
T08448,18,296,322
T08449,19,184,201
T08450,20,326,386
T08451,21,278,325
T08452,22,527,541
T08453,23,230,274
T08454,24,169,189
T08455,25,504,553
T08456,26,534,576
T08457,27,573,606
T08458,28,305,323
T08459,29,360,420
T08460,30,49,86
T08461,1,412,461
T08462,2,142,191
T08463,3,401,461
T08464,4,54,98
T08465,5,258,306
T08466,6,340,365
T08467,7,581,627
T08468,8,385,428
T08469,9,376,411
T08470,10,293,316
T08471,11,163,221
T08472,12,555,584
T08473,13,581,605
T08474,14,317,362
T08475,15,190,244
T08476,16,648,705
T08477,17,22,80
T08478,18,546,565
T08479,19,479,503
T08480,20,508,545
T08481,21,684,720
T08482,22,139,176
T08483,23,519,569
T08484,24,229,280
T08485,25,318,343
T08486,26,352,402
T08487,27,396,421
T08488,28,235,277
T08489,29,301,321
T08490,30,87,144
T08491,1,108,133
T08492,2,112,141
T08493,3,581,615
T08494,4,120,140
T08495,5,411,455
T08496,6,207,249
T08497,7,268,324
T08498,8,619,664
T08499,9,442,467
T08500,10,645,700
T08501,11,176,192
T08502,12,180,200
T08503,13,341,372
T08504,14,313,335
T08505,15,249,297
T08506,16,627,679
T08507,17,240,295
T08508,18,274,331
T08509,19,455,490
T08510,20,553,584
T08511,21,211,254
T08512,22,287,301
T08513,23,129,184
T08514,24,500,555
T08515,25,558,573
T08516,26,389,443
T08517,27,130,190
T08518,28,22,74
T08519,29,145,169
T08520,30,452,487
T08521,1,104,141
T08522,2,570,623
T08523,3,346,406
T08524,4,664,700
T08525,5,154,181
T08526,6,55,85
T08527,7,362,419
T08528,8,672,692
T08529,9,258,282
T08530,10,307,346
T08531,11,586,627
T08532,12,214,258
T08533,13,99,115
T08534,14,594,645
T08535,15,625,664
T08536,16,279,298
T08537,17,172,202
T08538,18,601,638
T08539,19,398,446
T08540,20,550,607
T08541,21,76,128
T08542,22,66,87
T08543,23,110,132
T08544,24,595,613
T08545,25,606,648
T08546,26,273,296
T08547,27,439,492
T08548,28,277,298
T08549,29,73,92
T08550,30,463,520
T08551,1,140,167
T08552,2,260,315
T08553,3,434,473
T08554,4,17,45
T08555,5,534,548
T08556,6,582,597
T08557,7,126,155
T08558,8,103,148
T08559,9,109,156
T08560,10,490,509
T08561,11,544,561
T08562,12,237,277
T08563,13,214,232
T08564,14,231,290
T08565,15,272,314
T08566,16,622,645
T08567,17,109,159
T08568,18,45,73
T08569,19,149,196
T08570,20,696,741
T08571,21,648,669
T08572,22,493,512
T08573,23,525,559
T08574,24,399,415
T08575,25,390,449
T08576,26,483,504
T08577,27,282,330
T08578,28,653,706
T08579,29,537,555
T08580,30,374,433
T08581,1,239,264
T08582,2,33,91
T08583,3,105,120
T08584,4,481,538
T08585,5,235,292
T08586,6,372,408
T08587,7,527,553
T08588,8,79,94
T08589,9,447,470
T08590,10,88,112
T08591,11,526,572
T08592,12,610,666
T08593,13,116,156
T08594,14,606,639
T08595,15,38,68
T08596,16,585,623
T08597,17,247,287
T08598,18,341,401
T08599,19,24,72
T08600,20,513,537
T08601,21,636,650
T08602,22,212,232
T08603,23,119,168
T08604,24,432,446
T08605,25,619,636
T08606,26,595,650
T08607,27,116,155
T08608,28,400,438
T08609,29,444,479
T08610,30,657,674
T08611,1,572,609
T08612,2,415,438
T08613,3,259,293
T08614,4,345,380
T08615,5,202,249
T08616,6,90,147
T08617,7,53,106
T08618,8,38,69
T08619,9,158,208
T08620,10,520,557
T08621,11,407,441
T08622,12,563,600
T08623,13,97,126
T08624,14,485,538
T08625,15,497,521
T08626,16,502,536
T08627,17,260,296
T08628,18,538,557
T08629,19,290,318
T08630,20,7,30
T08631,21,198,258
T08632,22,294,330
T08633,23,624,675
T08634,24,583,606
T08635,25,497,528
T08636,26,412,468
T08637,27,433,457
T08638,28,684,704
T08639,29,420,478
T08640,30,488,536
T08641,1,325,361
T08642,2,338,380
T08643,3,428,442
T08644,4,338,384
T08645,5,485,534
T08646,6,630,651
T08647,7,464,502
T08648,8,219,271
T08649,9,9,32
T08650,10,619,657
T08651,11,282,298
T08652,12,528,550
T08653,13,97,143
T08654,14,287,337
T08655,15,379,434
T08656,16,548,603
T08657,17,39,78
T08658,18,277,312
T08659,19,612,663
T08660,20,439,467
T08661,21,96,144
T08662,22,538,583
T08663,23,655,676
T08664,24,642,689
T08665,25,485,537
T08666,26,542,588
T08667,27,663,688
T08668,28,196,232
T08669,29,116,167
T08670,30,448,508
T08671,1,21,71
T08672,2,380,426
T08673,3,398,415
T08674,4,341,398
T08675,5,18,53
T08676,6,363,409
T08677,7,98,131
T08678,8,679,722
T08679,9,593,648
T08680,10,697,717
T08681,11,160,185
T08682,12,379,400
T08683,13,343,387
T08684,14,349,376
T08685,15,525,541
T08686,16,599,620
T08687,17,369,417
T08688,18,527,558
T08689,19,583,600
T08690,20,136,183
T08691,21,605,625
T08692,22,63,93
T08693,23,103,163
T08694,24,112,128
T08695,25,614,657
T08696,26,624,680
T08697,27,683,707
T08698,28,602,628
T08699,29,695,734
T08700,30,163,197
T08701,1,574,607
T08702,2,33,92
T08703,3,300,315
T08704,4,595,621
T08705,5,255,297
T08706,6,211,236
T08707,7,393,409
T08708,8,570,630
T08709,9,11,57
T08710,10,181,229
T08711,11,453,478
T08712,12,207,255
T08713,13,570,607
T08714,14,413,470
T08715,15,338,377
T08716,16,430,467
T08717,17,304,361
T08718,18,544,585
T08719,19,142,159
T08720,20,133,191
T08721,21,673,711
T08722,22,223,261
T08723,23,621,656
T08724,24,531,547
T08725,25,13,27
T08726,26,658,688
T08727,27,564,620
T08728,28,614,633
T08729,29,417,466
T08730,30,365,414
T08731,1,687,745
T08732,2,317,335
T08733,3,426,462
T08734,4,668,689
T08735,5,85,126
T08736,6,678,704
T08737,7,637,690
T08738,8,207,227
T08739,9,578,621
T08740,10,252,280
T08741,11,50,106
T08742,12,679,725
T08743,13,412,458
T08744,14,633,662
T08745,15,639,683
T08746,16,505,547
T08747,17,53,86
T08748,18,192,228
T08749,19,670,691
T08750,20,582,633
T08751,21,351,376
T08752,22,599,616
T08753,23,244,259
T08754,24,428,480
T08755,25,374,414
T08756,26,628,660
T08757,27,378,430
T08758,28,506,539
T08759,29,657,678
T08760,30,320,354
T08761,1,109,156
T08762,2,504,531
T08763,3,405,442
T08764,4,110,147
T08765,5,526,562
T08766,6,291,320
T08767,7,299,334
T08768,8,598,623
T08769,9,14,37
T08770,10,109,138
T08771,11,301,350
T08772,12,156,173
T08773,13,178,209
T08774,14,432,459
T08775,15,203,249
T08776,16,244,269
T08777,17,526,543
T08778,18,188,237
T08779,19,645,688
T08780,20,699,726
T08781,21,332,360
T08782,22,672,724
T08783,23,263,284
T08784,24,109,151
T08785,25,241,283
T08786,26,76,119
T08787,27,558,591
T08788,28,370,417
T08789,29,502,537
T08790,30,564,602
T08791,1,666,691
T08792,2,570,604
T08793,3,486,517
T08794,4,200,227
T08795,5,98,119
T08796,6,425,456
T08797,7,460,508
T08798,8,607,646
T08799,9,70,87
T08800,10,343,369
T08801,11,437,452
T08802,12,501,533
T08803,13,195,224
T08804,14,592,640
T08805,15,599,649
T08806,16,547,563
T08807,17,633,647
T08808,18,479,515
T08809,19,50,83
T08810,20,244,304
T08811,21,229,249
T08812,22,375,425
T08813,23,588,641
T08814,24,564,619
T08815,25,513,557
T08816,26,7,38
T08817,27,416,438
T08818,28,547,565
T08819,29,338,390
T08820,30,256,283
T08821,1,387,433
T08822,2,516,574
T08823,3,225,241
T08824,4,118,174
T08825,5,111,171
T08826,6,421,435
T08827,7,424,455
T08828,8,86,124
T08829,9,397,443
T08830,10,84,140
T08831,11,253,288
T08832,12,501,558
T08833,13,439,468
T08834,14,74,95
T08835,15,582,624
T08836,16,604,628
T08837,17,123,169
T08838,18,254,273
T08839,19,417,433
T08840,20,521,569
T08841,21,478,511
T08842,22,369,398
T08843,23,354,373
T08844,24,536,596
T08845,25,462,511
T08846,26,437,464
T08847,27,532,567
T08848,28,549,581
T08849,29,467,510
T08850,30,143,200
T08851,1,412,454
T08852,2,595,631
T08853,3,46,73
T08854,4,329,365
T08855,5,526,575
T08856,6,636,652
T08857,7,659,694
T08858,8,224,250
T08859,9,167,201
T08860,10,342,387
T08861,11,356,408
T08862,12,492,548
T08863,13,320,368
T08864,14,684,732
T08865,15,498,537
T08866,16,616,658
T08867,17,45,78
T08868,18,188,213
T08869,19,41,65
T08870,20,311,342
T08871,21,343,399
T08872,22,536,589
T08873,23,56,80
T08874,24,226,285
T08875,25,503,519
T08876,26,134,165
T08877,27,32,55
T08878,28,266,321
T08879,29,116,162
T08880,30,495,545
T08881,1,552,596
T08882,2,518,552
T08883,3,604,627
T08884,4,537,595
T08885,5,400,449
T08886,6,445,490
T08887,7,118,148
T08888,8,589,608
T08889,9,442,493
T08890,10,404,453
T08891,11,16,35
T08892,12,373,428
T08893,13,664,714
T08894,14,570,619
T08895,15,335,355
T08896,16,4,22
T08897,17,651,671
T08898,18,547,578
T08899,19,690,713
T08900,20,369,423
T08901,21,190,231
T08902,22,285,300
T08903,23,323,341
T08904,24,497,550
T08905,25,341,388
T08906,26,577,599
T08907,27,72,125
T08908,28,104,158
T08909,29,486,523
T08910,30,593,629
T08911,1,152,172
T08912,2,289,328
T08913,3,155,172
T08914,4,623,668
T08915,5,352,406
T08916,6,619,639
T08917,7,456,500
T08918,8,419,459
T08919,9,319,377
T08920,10,39,56
T08921,11,455,477
T08922,12,32,59
T08923,13,172,231
T08924,14,157,192
T08925,15,552,611
T08926,16,380,422
T08927,17,158,217
T08928,18,545,569
T08929,19,527,561
T08930,20,670,723
T08931,21,498,518
T08932,22,145,166
T08933,23,346,390
T08934,24,544,580
T08935,25,381,398
T08936,26,654,687
T08937,27,541,580
T08938,28,563,580
T08939,29,298,351
T08940,30,559,602
T08941,1,349,364
T08942,2,623,655
T08943,3,135,193
T08944,4,111,149
T08945,5,593,618
T08946,6,74,117
T08947,7,484,522
T08948,8,464,516
T08949,9,451,496
T08950,10,86,130
T08951,11,337,389
T08952,12,243,259
T08953,13,693,708
T08954,14,392,413
T08955,15,652,695
T08956,16,510,558
T08957,17,662,715
T08958,18,288,321
T08959,19,262,299
T08960,20,90,146
T08961,21,660,704
T08962,22,38,66
T08963,23,63,89
T08964,24,400,460
T08965,25,523,568
T08966,26,229,258
T08967,27,611,629
T08968,28,110,145
T08969,29,569,599
T08970,30,209,268
T08971,1,45,66
T08972,2,237,255
T08973,3,250,281
T08974,4,567,611
T08975,5,293,318
T08976,6,134,179
T08977,7,279,330
T08978,8,623,650
T08979,9,336,359
T08980,10,309,368
T08981,11,120,152
T08982,12,234,285
T08983,13,537,568
T08984,14,20,41
T08985,15,26,59
T08986,16,692,741
T08987,17,534,548
T08988,18,464,497
T08989,19,276,323
T08990,20,513,530
T08991,21,115,168
T08992,22,184,227
T08993,23,433,461
T08994,24,461,520
T08995,25,645,691
T08996,26,401,426
T08997,27,567,626
T08998,28,161,195
T08999,29,30,84
T09000,30,626,680
T09001,1,629,662
T09002,2,141,172
T09003,3,698,716
T09004,4,314,350
T09005,5,187,238
T09006,6,584,635
T09007,7,697,751
T09008,8,598,617
T09009,9,261,287
T09010,10,8,25
T09011,11,276,331
T09012,12,32,72
T09013,13,193,240
T09014,14,560,600
T09015,15,670,721
T09016,16,518,551
T09017,17,452,486
T09018,18,590,625
T09019,19,90,136
T09020,20,404,439
T09021,21,388,409
T09022,22,259,274
T09023,23,194,228
T09024,24,279,334
T09025,25,270,285
T09026,26,415,430
T09027,27,22,57
T09028,28,218,243
T09029,29,366,415
T09030,30,606,650
T09031,1,304,352
T09032,2,410,463
T09033,3,506,524
T09034,4,166,184
T09035,5,8,48
T09036,6,639,699
T09037,7,542,569
T09038,8,378,421
T09039,9,464,493
T09040,10,603,645
T09041,11,569,596
T09042,12,644,674
T09043,13,87,112
T09044,14,647,689
T09045,15,54,101
T09046,16,645,674
T09047,17,300,336
T09048,18,489,516
T09049,19,8,50
T09050,20,106,126
T09051,21,60,84
T09052,22,336,396
T09053,23,149,206
T09054,24,613,651
T09055,25,352,394
T09056,26,687,715
T09057,27,575,617
T09058,28,239,296
T09059,29,201,234
T09060,30,75,117
T09061,1,160,219
T09062,2,10,46
T09063,3,41,71
T09064,4,390,427
T09065,5,454,502
T09066,6,280,318
T09067,7,402,440
T09068,8,148,190
T09069,9,106,133
T09070,10,66,88
T09071,11,289,306
T09072,12,111,139
T09073,13,188,227
T09074,14,353,382
T09075,15,457,486
T09076,16,232,282
T09077,17,461,509
T09078,18,377,394
T09079,19,255,297
T09080,20,371,396
T09081,21,248,277
T09082,22,358,395
T09083,23,672,702
T09084,24,640,693
T09085,25,676,701
T09086,26,43,89
T09087,27,390,433
T09088,28,336,352
T09089,29,121,173
T09090,30,245,271
T09091,1,654,687
T09092,2,312,339
T09093,3,689,730
T09094,4,380,438
T09095,5,577,598
T09096,6,333,361
T09097,7,161,206
T09098,8,432,459
T09099,9,648,701
T09100,10,329,370
T09101,11,700,747
T09102,12,360,378
T09103,13,280,335
T09104,14,138,165
T09105,15,495,512
T09106,16,283,329
T09107,17,348,385
T09108,18,104,130
T09109,19,106,134
T09110,20,542,572
T09111,21,227,286
T09112,22,419,457
T09113,23,76,94
T09114,24,200,237
T09115,25,522,581
T09116,26,646,694
T09117,27,565,596
T09118,28,367,412
T09119,29,478,534
T09120,30,689,723
T09121,1,26,50
T09122,2,645,697
T09123,3,465,501
T09124,4,685,738
T09125,5,639,687
T09126,6,617,631
T09127,7,64,82
T09128,8,117,135
T09129,9,550,570
T09130,10,586,621
T09131,11,30,67
T09132,12,176,224
T09133,13,344,393
T09134,14,602,630
T09135,15,45,93
T09136,16,160,180
T09137,17,12,54
T09138,18,590,608
T09139,19,42,88
T09140,20,490,535
T09141,21,602,651
T09142,22,44,93
T09143,23,512,545
T09144,24,345,385
T09145,25,250,281
T09146,26,481,535
T09147,27,653,682
T09148,28,456,480
T09149,29,565,594
T09150,30,63,79
T09151,1,587,614
T09152,2,39,79
T09153,3,221,249
T09154,4,572,610
T09155,5,644,664
T09156,6,440,457
T09157,7,159,182
T09158,8,151,193
T09159,9,279,335
T09160,10,158,216
T09161,11,91,135
T09162,12,567,623
T09163,13,188,246
T09164,14,480,522
T09165,15,75,92
T09166,16,365,423
T09167,17,27,83
T09168,18,82,141
T09169,19,681,730
T09170,20,237,261
T09171,21,363,422
T09172,22,324,343
T09173,23,156,175
T09174,24,210,269
T09175,25,695,743
T09176,26,221,238
T09177,27,520,549
T09178,28,231,284
T09179,29,199,226
T09180,30,293,334
T09181,1,148,173
T09182,2,419,449
T09183,3,146,176
T09184,4,11,27
T09185,5,108,152
T09186,6,286,310
T09187,7,371,424
T09188,8,103,135
T09189,9,269,313
T09190,10,245,294
T09191,11,206,234
T09192,12,218,257
T09193,13,488,504
T09194,14,457,498
T09195,15,167,227
T09196,16,530,545
T09197,17,699,751
T09198,18,698,749
T09199,19,355,395
T09200,20,20,55
T09201,21,141,174
T09202,22,650,683
T09203,23,11,60
T09204,24,648,680
T09205,25,510,552
T09206,26,112,127
T09207,27,38,61
T09208,28,456,491
T09209,29,508,557
T09210,30,620,668
T09211,1,424,472
T09212,2,494,551
T09213,3,509,557
T09214,4,123,144
T09215,5,445,476
T09216,6,635,652
T09217,7,129,162
T09218,8,555,581
T09219,9,522,572
T09220,10,447,485
T09221,11,341,367
T09222,12,660,699
T09223,13,670,714
T09224,14,410,437
T09225,15,51,93
T09226,16,169,228
T09227,17,556,598
T09228,18,133,176
T09229,19,364,407
T09230,20,651,678
T09231,21,110,159
T09232,22,183,240
T09233,23,634,654
T09234,24,204,222
T09235,25,230,259
T09236,26,572,610
T09237,27,62,104
T09238,28,583,607
T09239,29,500,532
T09240,30,414,436
T09241,1,163,187
T09242,2,139,173
T09243,3,277,310
T09244,4,385,440
T09245,5,253,306
T09246,6,413,469
T09247,7,201,257
T09248,8,632,690
T09249,9,140,178
T09250,10,422,472
T09251,11,106,158
T09252,12,494,532
T09253,13,583,622
T09254,14,202,228
T09255,15,4,29
T09256,16,295,314
T09257,17,322,380
T09258,18,636,685
T09259,19,265,296
T09260,20,604,645
T09261,21,470,528
T09262,22,602,632
T09263,23,548,604
T09264,24,319,361
T09265,25,110,170
T09266,26,412,457
T09267,27,381,419
T09268,28,587,643
T09269,29,294,340
T09270,30,372,426
T09271,1,437,470
T09272,2,666,715
T09273,3,256,316
T09274,4,20,72
T09275,5,519,565
T09276,6,615,632
T09277,7,564,583
T09278,8,335,369
T09279,9,54,110
T09280,10,389,421
T09281,11,61,87
T09282,12,221,277
T09283,13,364,419
T09284,14,393,450
T09285,15,168,209
T09286,16,289,346
T09287,17,659,676
T09288,18,546,582
T09289,19,584,619
T09290,20,327,346
T09291,21,307,359
T09292,22,376,419
T09293,23,142,196
T09294,24,163,212
T09295,25,103,141
T09296,26,36,70
T09297,27,636,676
T09298,28,47,81
T09299,29,143,181
T09300,30,459,478
T09301,1,427,478
T09302,2,472,515
T09303,3,566,584
T09304,4,611,656
T09305,5,400,443
T09306,6,698,726
T09307,7,125,158
T09308,8,562,581
T09309,9,160,190
T09310,10,501,552
T09311,11,382,423
T09312,12,42,76
T09313,13,687,702
T09314,14,159,175
T09315,15,406,441
T09316,16,65,99
T09317,17,464,486
T09318,18,26,51
T09319,19,258,313
T09320,20,692,713
T09321,21,638,653
T09322,22,360,387
T09323,23,387,410
T09324,24,443,469
T09325,25,608,646
T09326,26,255,304
T09327,27,334,394
T09328,28,441,493
T09329,29,45,82
T09330,30,661,688
T09331,1,387,410
T09332,2,354,394
T09333,3,699,738
T09334,4,379,411
T09335,5,535,555
T09336,6,602,619
T09337,7,112,167
T09338,8,111,155
T09339,9,51,95
T09340,10,545,567
T09341,11,690,710
T09342,12,110,154
T09343,13,431,462
T09344,14,247,303
T09345,15,603,654
T09346,16,445,461
T09347,17,406,449
T09348,18,366,388
T09349,19,271,314
T09350,20,371,386
T09351,21,493,548
T09352,22,72,97
T09353,23,632,674
T09354,24,674,698
T09355,25,363,411
T09356,26,560,604
T09357,27,110,139
T09358,28,140,195
T09359,29,179,225
T09360,30,486,522
T09361,1,257,280
T09362,2,668,715
T09363,3,595,610
T09364,4,24,61
T09365,5,405,448
T09366,6,311,329
T09367,7,532,555
T09368,8,663,713
T09369,9,307,363
T09370,10,212,228
T09371,11,336,352
T09372,12,286,317
T09373,13,554,581
T09374,14,580,598
T09375,15,483,509
T09376,16,46,61
T09377,17,574,613
T09378,18,332,389
T09379,19,495,543
T09380,20,476,526
T09381,21,504,521
T09382,22,287,307
T09383,23,324,368
T09384,24,260,282
T09385,25,639,689
T09386,26,272,299
T09387,27,152,170
T09388,28,367,426
T09389,29,622,662
T09390,30,430,484
T09391,1,550,573
T09392,2,581,606
T09393,3,496,523
T09394,4,53,107
T09395,5,495,524
T09396,6,634,663
T09397,7,460,476
T09398,8,496,523
T09399,9,289,338
T09400,10,332,372
T09401,11,495,530
T09402,12,549,582
T09403,13,666,716
T09404,14,609,623
T09405,15,655,672
T09406,16,687,738
T09407,17,490,520
T09408,18,606,657
T09409,19,225,267
T09410,20,354,396
T09411,21,579,602
T09412,22,504,521
T09413,23,518,555
T09414,24,378,404
T09415,25,78,116
T09416,26,404,440
T09417,27,58,90
T09418,28,235,268
T09419,29,277,325
T09420,30,298,337
T09421,1,447,507
T09422,2,114,168
T09423,3,110,152
T09424,4,473,492
T09425,5,418,441
T09426,6,243,260
T09427,7,188,219
T09428,8,523,546
T09429,9,587,633
T09430,10,96,123
T09431,11,188,204
T09432,12,132,191
T09433,13,506,529
T09434,14,366,410
T09435,15,345,369
T09436,16,186,226
T09437,17,182,216
T09438,18,325,357
T09439,19,544,572
T09440,20,122,156
T09441,21,178,237
T09442,22,144,194
T09443,23,221,237
T09444,24,113,133
T09445,25,501,553
T09446,26,393,441
T09447,27,371,391
T09448,28,307,343
T09449,29,62,111
T09450,30,366,396
T09451,1,639,694
T09452,2,80,102
T09453,3,297,346
T09454,4,441,482
T09455,5,574,591
T09456,6,60,80
T09457,7,348,387
T09458,8,243,264
T09459,9,274,301
T09460,10,473,516
T09461,11,19,75
T09462,12,106,139
T09463,13,222,268
T09464,14,607,631
T09465,15,15,75
T09466,16,311,343
T09467,17,414,440
T09468,18,327,375
T09469,19,342,364
T09470,20,94,113
T09471,21,54,75
T09472,22,507,559
T09473,23,601,625
T09474,24,57,100
T09475,25,491,507
T09476,26,360,405
T09477,27,490,550
T09478,28,152,205
T09479,29,481,518
T09480,30,197,225
T09481,1,221,276
T09482,2,340,380
T09483,3,374,416
T09484,4,200,223
T09485,5,603,636
T09486,6,400,415
T09487,7,125,148
T09488,8,526,574
T09489,9,267,302
T09490,10,190,241
T09491,11,400,458
T09492,12,596,650
T09493,13,237,265
T09494,14,513,566
T09495,15,269,314
T09496,16,185,226
T09497,17,601,645
T09498,18,51,95
T09499,19,187,230
T09500,20,639,653
T09501,21,560,605
T09502,22,248,275
T09503,23,672,731
T09504,24,193,241
T09505,25,649,668
T09506,26,386,438
T09507,27,489,546
T09508,28,366,383
T09509,29,459,508
T09510,30,235,293
T09511,1,527,574
T09512,2,429,465
T09513,3,357,406
T09514,4,622,675
T09515,5,118,172
T09516,6,211,245
T09517,7,307,346
T09518,8,414,469
T09519,9,353,376
T09520,10,143,190
T09521,11,582,625
T09522,12,351,379
T09523,13,254,307
T09524,14,681,720
T09525,15,575,624
T09526,16,435,452
T09527,17,69,86
T09528,18,168,203
T09529,19,408,465
T09530,20,667,718
T09531,21,539,563
T09532,22,636,687
T09533,23,450,508
T09534,24,434,484
T09535,25,623,665
T09536,26,92,124
T09537,27,445,492
T09538,28,588,636
T09539,29,625,664
T09540,30,649,675
T09541,1,134,177
T09542,2,474,509
T09543,3,278,293
T09544,4,337,374
T09545,5,368,384
T09546,6,558,612
T09547,7,199,229
T09548,8,563,594
T09549,9,3,30
T09550,10,406,428
T09551,11,567,619
T09552,12,635,669
T09553,13,332,364
T09554,14,319,349
T09555,15,495,545
T09556,16,129,177
T09557,17,613,657
T09558,18,7,57
T09559,19,172,211
T09560,20,535,585
T09561,21,542,563
T09562,22,147,203
T09563,23,93,113
T09564,24,553,587
T09565,25,574,622
T09566,26,342,370
T09567,27,211,263
T09568,28,650,708
T09569,29,168,220
T09570,30,379,421
T09571,1,555,593
T09572,2,356,371
T09573,3,615,651
T09574,4,677,732
T09575,5,135,169
T09576,6,403,430
T09577,7,62,109
T09578,8,6,23
T09579,9,37,53
T09580,10,244,302
T09581,11,561,582
T09582,12,26,68
T09583,13,280,301
T09584,14,179,220
T09585,15,668,685
T09586,16,10,63
T09587,17,92,109
T09588,18,229,247
T09589,19,143,190
T09590,20,48,90
T09591,21,684,738
T09592,22,146,198
T09593,23,625,682
T09594,24,311,366
T09595,25,289,331
T09596,26,261,299
T09597,27,166,191
T09598,28,416,469
T09599,29,397,429
T09600,30,37,82
T09601,1,395,424
T09602,2,559,597
T09603,3,229,283
T09604,4,90,136
T09605,5,410,438
T09606,6,262,297
T09607,7,373,407
T09608,8,311,355
T09609,9,13,53
T09610,10,36,90
T09611,11,507,553
T09612,12,56,93
T09613,13,319,333
T09614,14,453,474
T09615,15,173,224
T09616,16,536,589
T09617,17,609,654
T09618,18,581,595
T09619,19,112,131
T09620,20,503,562
T09621,21,437,460
T09622,22,84,119
T09623,23,514,560
T09624,24,481,509
T09625,25,86,117
T09626,26,329,386
T09627,27,42,98
T09628,28,238,267
T09629,29,112,149
T09630,30,138,165
T09631,1,374,398
T09632,2,697,756
T09633,3,332,358
T09634,4,186,209
T09635,5,36,85
T09636,6,646,703
T09637,7,94,119
T09638,8,700,745
T09639,9,320,372
T09640,10,610,639
T09641,11,609,628
T09642,12,616,633
T09643,13,8,28
T09644,14,96,118
T09645,15,525,556
T09646,16,56,76
T09647,17,508,530
T09648,18,228,258
T09649,19,267,306
T09650,20,511,556
T09651,21,647,705
T09652,22,644,694
T09653,23,665,702
T09654,24,168,207
T09655,25,563,614
T09656,26,45,93
T09657,27,161,200
T09658,28,524,543
T09659,29,326,356
T09660,30,156,185
T09661,1,556,581
T09662,2,597,616
T09663,3,606,646
T09664,4,624,670
T09665,5,562,578
T09666,6,287,337
T09667,7,73,125
T09668,8,562,617
T09669,9,69,113
T09670,10,4,59
T09671,11,18,39
T09672,12,384,436
T09673,13,117,167
T09674,14,477,519
T09675,15,9,51
T09676,16,306,337
T09677,17,230,284
T09678,18,684,714
T09679,19,485,539
T09680,20,520,543
T09681,21,89,132
T09682,22,692,752
T09683,23,222,271
T09684,24,580,601
T09685,25,291,328
T09686,26,375,389
T09687,27,362,402
T09688,28,657,716
T09689,29,318,373
T09690,30,685,739
T09691,1,164,179
T09692,2,137,168
T09693,3,275,315
T09694,4,312,335
T09695,5,536,571
T09696,6,595,632
T09697,7,148,207
T09698,8,349,373
T09699,9,695,745
T09700,10,191,223
T09701,11,140,198
T09702,12,54,108
T09703,13,580,594
T09704,14,297,320
T09705,15,680,734
T09706,16,357,405
T09707,17,299,327
T09708,18,181,235
T09709,19,615,665
T09710,20,93,119
T09711,21,490,539
T09712,22,39,83
T09713,23,507,529
T09714,24,160,191
T09715,25,257,277
T09716,26,287,326
T09717,27,227,253
T09718,28,188,231
T09719,29,532,581
T09720,30,290,324
T09721,1,640,668
T09722,2,26,60
T09723,3,9,50
T09724,4,627,683
T09725,5,603,652
T09726,6,500,537
T09727,7,543,602
T09728,8,324,347
T09729,9,357,402
T09730,10,172,203
T09731,11,610,633
T09732,12,381,431
T09733,13,517,561
T09734,14,428,458
T09735,15,21,37
T09736,16,405,455
T09737,17,436,466
T09738,18,447,500
T09739,19,26,47
T09740,20,419,451
T09741,21,283,339
T09742,22,141,201
T09743,23,241,301
T09744,24,464,478
T09745,25,82,137
T09746,26,298,316
T09747,27,346,383
T09748,28,68,84
T09749,29,357,378
T09750,30,452,497
T09751,1,337,381
T09752,2,528,566
T09753,3,86,141
T09754,4,157,186
T09755,5,382,437
T09756,6,513,555
T09757,7,388,426
T09758,8,163,202
T09759,9,628,645
T09760,10,599,618
T09761,11,86,139
T09762,12,442,471
T09763,13,169,197
T09764,14,398,422
T09765,15,383,409
T09766,16,450,497
T09767,17,445,472
T09768,18,38,80
T09769,19,63,84
T09770,20,645,699
T09771,21,216,272
T09772,22,127,184
T09773,23,402,451
T09774,24,567,619
T09775,25,457,504
T09776,26,52,81
