DESCRIPTION,household_key,CAMPAIGN
T00012,1710,12
T00026,8706,26
T00026,6100,26
T00003,6822,3
T00013,3204,13
T00026,4138,26
T00022,2517,22
T00012,5363,12
T00009,3200,9
T00019,4635,19
T00003,7998,3
T00025,111,25
T00029,5562,29
T00006,8661,6
T00016,3413,16
T00025,286,25
T00003,4424,3
T00024,6292,24
T00018,2659,18
T00003,2343,3
T00010,3372,10
T00022,2447,22
T00001,9640,1
T00008,1112,8
T00023,7637,23
T00007,8845,7
T00023,9019,23
T00001,2213,1
T00022,2093,22
T00005,8143,5
T00017,6538,17
T00019,2051,19
T00005,9901,5
T00006,3715,6
T00022,596,22
T00002,4076,2
T00022,1561,22
T00020,1335,20
T00001,2577,1
T00014,5976,14
T00010,2050,10
T00003,4984,3
T00013,8121,13
T00027,7020,27
T00004,6273,4
T00021,4215,21
T00016,2428,16
T00026,5566,26
T00008,3870,8
T00018,4193,18
T00006,6155,6
T00029,4677,29
T00002,630,2
T00017,8542,17
T00025,7872,25
T00022,1338,22
T00015,4923,15
T00006,58,6
T00016,5985,16
T00006,5350,6
T00013,4077,13
T00029,6470,29
T00007,8682,7
T00022,179,22
T00028,3165,28
T00003,310,3
T00014,3071,14
T00027,1494,27
T00008,905,8
T00019,9955,19
T00027,6795,27
T00013,2685,13
T00006,9691,6
T00001,6801,1
T00008,4916,8
T00025,7898,25
T00023,95,23
T00004,3909,4
T00013,3834,13
T00025,5738,25
T00006,8109,6
T00022,7806,22
T00026,6753,26
T00009,3012,9
T00026,7132,26
T00009,9753,9
T00007,9337,7
T00002,7224,2
T00003,3682,3
T00005,9870,5
T00024,7894,24
T00011,3930,11
T00024,3765,24
T00011,7940,11
T00007,6231,7
T00027,1958,27
T00002,6129,2
T00025,47,25
T00018,4904,18
T00023,4255,23
T00002,6210,2
T00017,5041,17
T00010,3396,10
T00012,1445,12
T00002,9123,2
T00014,9079,14
T00008,8827,8
T00012,9005,12
T00026,6019,26
T00004,2584,4
T00021,9902,21
T00020,364,20
T00014,5778,14
T00002,719,2
T00003,5481,3
T00027,9927,27
T00011,9114,11
T00020,2714,20
T00021,9052,21
T00017,7118,17
T00014,961,14
T00020,5631,20
T00030,6155,30
T00006,5764,6
T00019,8457,19
T00007,4731,7
T00024,9350,24
T00025,5977,25
T00013,6851,13
T00029,6778,29
T00007,7878,7
T00006,4613,6
T00008,8861,8
T00002,5262,2
T00022,8194,22
T00002,3142,2
T00015,6777,15
T00014,6026,14
T00021,444,21
T00027,7916,27
T00017,3830,17
T00022,4993,22
T00030,3999,30
T00009,9121,9
T00007,8548,7
T00024,3439,24
T00009,8611,9
T00007,13,7
T00008,7249,8
T00004,2783,4
T00011,9163,11
T00025,4691,25
T00023,5826,23
T00027,4817,27
T00024,3929,24
T00003,3562,3
T00016,4564,16
T00006,986,6
T00005,8891,5
T00005,8391,5
T00003,632,3
T00017,9035,17
T00029,4998,29
T00008,8821,8
T00008,2875,8
T00023,1500,23
T00025,3128,25
T00005,1311,5
T00030,4009,30
T00021,1522,21
T00019,1125,19
T00027,375,27
T00021,7657,21
T00012,3058,12
T00023,7894,23
T00018,6503,18
T00005,8668,5
T00018,4627,18
T00016,8283,16
T00022,2003,22
T00023,5546,23
T00030,8619,30
T00019,6537,19
T00018,5748,18
T00020,4116,20
T00005,1526,5
T00016,2611,16
T00014,591,14
T00017,2573,17
T00004,3455,4
T00021,5242,21
T00020,1358,20
T00006,9274,6
T00026,2659,26
T00023,3754,23
T00004,140,4
T00015,8268,15
T00010,6688,10
T00014,9896,14
T00021,5591,21
T00013,1665,13
T00030,7245,30
T00023,1450,23
T00018,2669,18
T00007,2760,7
T00016,3428,16
T00018,9139,18
T00030,2132,30
T00021,7723,21
T00029,9222,29
T00016,4486,16
T00003,4025,3
T00019,7193,19
T00008,1256,8
T00021,8176,21
T00030,8100,30
T00001,6161,1
T00015,5342,15
T00014,1766,14
T00010,9381,10
T00022,597,22
T00010,8355,10
T00011,8941,11
T00010,6013,10
T00022,2189,22
T00004,1146,4
T00006,5113,6
T00009,3363,9
T00012,4370,12
T00001,972,1
T00014,2622,14
T00023,1437,23
T00021,8157,21
T00009,8747,9
T00017,1487,17
T00020,348,20
T00026,6333,26
T00001,8036,1
T00029,6500,29
T00025,929,25
T00024,4748,24
T00027,5816,27
T00014,5838,14
T00002,1838,2
T00013,4021,13
T00018,5683,18
T00024,7731,24
T00008,1125,8
T00020,6733,20
T00025,8751,25
T00025,4863,25
T00015,266,15
T00018,1688,18
T00009,5864,9
T00002,8292,2
T00029,2223,29
T00022,3571,22
T00015,8877,15
T00008,8252,8
T00012,2750,12
T00026,6186,26
T00026,3340,26
T00023,5947,23
T00023,3239,23
T00006,5647,6
T00014,5604,14
T00018,9270,18
T00019,3495,19
T00026,1931,26
T00015,3453,15
T00030,530,30
T00019,66,19
T00003,1209,3
T00008,4948,8
T00027,7130,27
T00018,182,18
T00002,3751,2
T00014,1501,14
T00012,5577,12
T00009,2416,9
T00025,7024,25
T00002,2582,2
T00014,8048,14
T00013,1109,13
T00011,1418,11
T00018,1055,18
T00019,3984,19
T00008,1462,8
T00022,773,22
T00009,3790,9
T00026,4098,26
T00015,4517,15
T00013,5370,13
T00020,1442,20
T00028,3519,28
T00003,6849,3
T00026,3171,26
T00017,1513,17
T00006,8988,6
T00022,8877,22
T00014,1206,14
T00025,4602,25
T00027,9606,27
T00018,2,18
T00019,2546,19
T00010,9040,10
T00020,8461,20
T00011,4284,11
T00012,8077,12
T00026,5038,26
T00025,9384,25
T00019,9147,19
T00020,4380,20
T00015,3944,15
T00018,8253,18
T00002,3000,2
T00012,4989,12
T00009,4442,9
T00001,8864,1
T00014,9770,14
T00003,9888,3
T00016,7192,16
T00028,5724,28
T00012,5194,12
T00013,7886,13
T00025,7778,25
T00020,4146,20
T00005,508,5
T00029,4386,29
T00019,388,19
T00019,163,19
T00027,6069,27
T00019,4761,19
T00021,4763,21
T00009,5007,9
T00027,1020,27
T00012,7078,12
T00012,5978,12
T00022,5698,22
T00025,1143,25
T00020,8082,20
T00029,1833,29
T00027,8055,27
T00004,8818,4
T00029,2251,29
T00008,2025,8
T00007,331,7
T00002,8060,2
T00018,2042,18
T00024,5979,24
T00023,2287,23
T00016,7284,16
T00022,8903,22
T00027,7950,27
T00025,769,25
T00006,2051,6
T00013,8692,13
T00021,5798,21
T00009,930,9
T00029,2113,29
T00016,7724,16
T00030,2140,30
T00008,4389,8
T00017,1024,17
T00023,2325,23
T00013,2547,13
T00004,9200,4
T00003,9840,3
T00025,9145,25
T00019,2568,19
T00010,450,10
T00021,7799,21
T00016,8842,16
T00014,5355,14
T00022,3472,22
T00018,6396,18
T00021,3857,21
T00028,6876,28
T00010,5130,10
T00018,5146,18
T00030,4429,30
T00029,7002,29
T00016,1830,16
T00013,307,13
T00017,337,17
T00013,4519,13
T00016,2436,16
T00028,4940,28
T00022,2339,22
T00005,1325,5
T00025,3590,25
T00025,2048,25
T00030,5212,30
T00011,464,11
T00027,9278,27
T00002,2682,2
T00007,8,7
T00015,5800,15
T00030,63,30
T00026,4231,26
T00023,9885,23
T00004,6762,4
T00018,4751,18
T00005,7033,5
T00002,4127,2
T00001,8706,1
T00022,7592,22
T00012,3845,12
T00008,6725,8
T00012,9283,12
T00018,6605,18
T00010,3979,10
T00006,2694,6
T00025,4888,25
T00026,9264,26
T00002,1122,2
T00029,7450,29
T00027,9486,27
T00007,6175,7
T00008,5517,8
T00025,4906,25
T00015,704,15
T00010,982,10
T00017,887,17
T00014,3893,14
T00019,2258,19
T00022,8323,22
T00006,3958,6
T00018,3048,18
T00026,6593,26
T00014,4547,14
T00013,2578,13
T00003,3013,3
T00020,9569,20
T00021,9224,21
T00030,5038,30
T00027,4307,27
T00011,892,11
T00016,9122,16
T00009,9742,9
T00026,41,26
T00005,6638,5
T00012,9944,12
T00003,7875,3
T00030,6886,30
T00003,2089,3
T00004,4901,4
T00007,1000,7
T00001,2608,1
T00029,8244,29
T00024,3480,24
T00024,744,24
T00013,6336,13
T00021,8502,21
T00014,2713,14
T00023,3842,23
T00017,1763,17
T00005,7309,5
T00015,5633,15
T00018,5065,18
T00007,417,7
T00030,8530,30
T00017,2819,17
T00026,4462,26
T00004,4504,4
T00030,1699,30
T00008,6979,8
T00027,9903,27
T00019,8301,19
T00030,7387,30
T00019,469,19
T00022,4221,22
T00012,5015,12
T00014,4774,14
T00027,3116,27
T00016,4020,16
T00017,1456,17
T00013,8021,13
T00010,8093,10
T00021,5019,21
T00006,8137,6
T00013,8865,13
T00012,5391,12
T00003,4865,3
T00026,6235,26
T00023,1588,23
T00005,4770,5
T00028,4824,28
T00026,6476,26
T00012,8254,12
T00001,8299,1
T00026,7058,26
T00018,2536,18
T00004,6412,4
T00021,1804,21
T00007,5466,7
T00030,2607,30
T00026,6312,26
T00027,5048,27
T00005,5764,5
T00020,1689,20
T00011,4746,11
T00007,3207,7
T00019,7785,19
T00009,8814,9
T00024,477,24
T00018,8190,18
T00015,101,15
T00023,585,23
T00013,1195,13
T00022,8207,22
T00009,3686,9
T00010,5557,10
T00026,1439,26
T00016,9395,16
T00022,2906,22
T00019,6732,19
T00018,7946,18
T00015,2181,15
T00019,1039,19
T00018,8579,18
T00010,4243,10
T00007,7241,7
T00030,6297,30
T00013,2459,13
T00015,7648,15
T00005,8337,5
T00013,4758,13
T00029,352,29
T00021,9474,21
T00007,2408,7
T00006,3861,6
T00010,2317,10
T00029,6917,29
T00026,8286,26
T00004,3576,4
T00005,2592,5
T00009,1471,9
T00004,9173,4
T00022,8343,22
T00022,3600,22
T00005,4770,5
T00011,2313,11
T00021,6370,21
T00011,6270,11
T00026,2684,26
T00017,5021,17
T00002,8676,2
T00018,7460,18
T00014,4641,14
T00016,4889,16
T00020,4835,20
T00014,5619,14
T00020,5823,20
T00019,3441,19
T00002,797,2
T00014,9895,14
T00017,5519,17
T00018,9183,18
T00024,7176,24
T00026,1969,26
T00028,3496,28
T00017,1886,17
T00004,1634,4
T00017,4789,17
T00009,9848,9
T00023,2811,23
T00007,3714,7
T00014,5343,14
T00030,5217,30
T00030,577,30
T00017,1806,17
T00030,6068,30
T00008,4120,8
T00004,3431,4
T00002,1706,2
T00013,7254,13
T00006,5419,6
T00002,7653,2
T00027,3692,27
T00021,9367,21
T00007,1195,7
T00023,8574,23
T00026,3082,26
